input,output,word_count,query_type,difficulty
lebron or durant who had better net rating in 2016,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22015 AND p.player_name IN ('LeBron James', 'Kevin Durant');",10,comparison,hard
who was more impactful bron or kd in 2016,"SELECT p.player_name, ps.net_rating, pg.plus_minus FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22015 AND p.player_name IN ('LeBron James', 'Kevin Durant');",9,comparison,hard
all players from australia in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Australia' ORDER BY draft_year;",7,comparison,medium
how many players from canada have played in the nba,SELECT COUNT(*) AS num_players FROM player WHERE country = 'Canada';,10,count,easy
list every team with its founding year,"SELECT city, nickname, year_founded FROM team ORDER BY year_founded;",7,other,easy
when was the pelicans franchise founded,"SELECT city, nickname, year_founded FROM team WHERE nickname = 'Pelicans';",6,other,easy
players who played 1000 or more games in their career,"SELECT p.player_name, SUM(pg.gp) AS career_gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING SUM(pg.gp) >= 1000 ORDER BY career_gp DESC;",10,comparison,hard
who has the most ironman seasons playing 75 plus games in 2022,"SELECT p.player_name, pg.gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22021 AND pg.gp >= 75 ORDER BY pg.gp DESC;",12,lookup,medium
how many players averaged more assists than turnovers in 2023,SELECT COUNT(*) AS num_players FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 AND pg.ast > pg.tov AND pg.gp >= 20;,10,comparison,hard
who took care of the ball the best in 2023 ast to tov ratio min 20 games,"SELECT p.player_name, pg.ast * 1.0 / NULLIF(pg.tov, 0) AS ast_tov FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 AND pg.gp >= 20 AND pg.tov > 0 ORDER BY ast_tov DESC LIMIT 10;",17,lookup,hard
show all games on new years day 2018,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = '2018-01-01';",8,trend,medium
best rookies scoring wise in 2004 first year players drafted 2003,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 AND p.draft_year = 2003 ORDER BY ps.pts DESC LIMIT 5;",11,comparison,hard
who were the best first year players in 2004,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 AND p.draft_year = 2003 ORDER BY ps.pts DESC LIMIT 5;",9,lookup,hard
which player improved their ppg the most from 2019 to 2020,"SELECT p.player_name, ps20.pts - ps19.pts AS improvement FROM player p JOIN player_season ps19 ON p.player_id = ps19.player_id AND ps19.season_id = 22018 JOIN player_season ps20 ON p.player_id = ps20.player_id AND ps20.season_id = 22019 WHERE ps19.gp >= 20 AND ps20.gp >= 20 ORDER BY improvement DESC LIMIT 5;",11,trend,hard
who had the biggest leap in scoring from 2019 to 2020,"SELECT p.player_name, ps20.pts - ps19.pts AS pts_jump FROM player p JOIN player_season ps19 ON p.player_id = ps19.player_id AND ps19.season_id = 22018 JOIN player_season ps20 ON p.player_id = ps20.player_id AND ps20.season_id = 22019 WHERE ps19.gp >= 20 AND ps20.gp >= 20 ORDER BY pts_jump DESC LIMIT 5;",11,comparison,hard
what was shaq's best scoring season,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Shaquille O''Neal' ORDER BY ps.pts DESC LIMIT 1;",6,comparison,hard
peak shaq scoring,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Shaquille O''Neal' ORDER BY ps.pts DESC LIMIT 1;",3,comparison,medium
which players went to duke and averaged 20 points in a season,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.college = 'Duke' AND ps.pts >= 20 ORDER BY ps.pts DESC;",12,lookup,medium
best duke players in the nba by scoring,"SELECT p.player_name, MAX(ps.pts) AS best_scoring_season FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.college = 'Duke' GROUP BY p.player_name ORDER BY best_scoring_season DESC LIMIT 5;",8,comparison,hard
list players who have over 15000 career points and also averaged over 7 rebounds per game for their career,"SELECT p.player_name, SUM(pg.pts) AS career_pts, AVG(ps.reb) AS avg_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(pg.pts) > 15000 AND AVG(ps.reb) > 7 ORDER BY career_pts DESC;",19,comparison,hard
who were the elite big men scoring and rebounding in their careers,"SELECT p.player_name, SUM(pg.pts) AS career_pts, AVG(ps.reb) AS avg_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(pg.pts) > 15000 AND AVG(ps.reb) > 7 ORDER BY career_pts DESC LIMIT 10;",12,comparison,hard
players who won more than 50 games in a season in 2017,"SELECT p.player_name, pg.w FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND pg.w > 50 ORDER BY pg.w DESC;",12,comparison,hard
which players were on winning teams in 2017 50 plus wins,"SELECT p.player_name, pg.w FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND pg.w > 50 ORDER BY pg.w DESC LIMIT 10;",11,lookup,medium
all star caliber players in 2020 scoring 20 plus with positive net rating,"SELECT p.player_name, ps.pts, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.pts >= 20 AND ps.net_rating > 0 ORDER BY ps.pts DESC;",13,comparison,hard
who deserved an all star nod in 2020 by the numbers,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.pts >= 20 AND ps.net_rating > 0 ORDER BY ps.pts DESC LIMIT 12;",11,lookup,hard
who led each team in scoring in 2022,"SELECT t.nickname, p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) ORDER BY ps.pts DESC;",8,comparison,hard
best scorer on each team in 2022,"SELECT t.nickname, p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) ORDER BY ps.pts DESC;",7,comparison,hard
was lebron or kobe ever on the same team,SELECT COUNT(*) AS shared_seasons FROM player_general_traditional_total pg1 JOIN player_general_traditional_total pg2 ON pg1.team_id = pg2.team_id AND pg1.season_id = pg2.season_id JOIN player p1 ON pg1.player_id = p1.player_id JOIN player p2 ON pg2.player_id = p2.player_id WHERE p1.player_name = 'LeBron James' AND p2.player_name = 'Kobe Bryant';,9,comparison,hard
did kobe and shaq ever play together,"SELECT pg1.season_id, t.city, t.nickname FROM player_general_traditional_total pg1 JOIN player_general_traditional_total pg2 ON pg1.team_id = pg2.team_id AND pg1.season_id = pg2.season_id JOIN player p1 ON pg1.player_id = p1.player_id JOIN player p2 ON pg2.player_id = p2.player_id JOIN team t ON pg1.team_id = t.team_id WHERE p1.player_name = 'Kobe Bryant' AND p2.player_name = 'Shaquille O''Neal' ORDER BY pg1.season_id;",7,other,medium
players who improved their three point percentage by most from 2015 to 2016,"SELECT p.player_name, pg16.fg3_pct - pg15.fg3_pct AS improvement FROM player p JOIN player_general_traditional_total pg15 ON p.player_id = pg15.player_id AND pg15.season_id = 22014 JOIN player_general_traditional_total pg16 ON p.player_id = pg16.player_id AND pg16.season_id = 22015 WHERE pg15.fg3a >= 50 AND pg16.fg3a >= 50 ORDER BY improvement DESC LIMIT 5;",13,trend,hard
who got way better from three from 2015 to 2016,"SELECT p.player_name, pg16.fg3_pct - pg15.fg3_pct AS three_pct_jump FROM player p JOIN player_general_traditional_total pg15 ON p.player_id = pg15.player_id AND pg15.season_id = 22014 JOIN player_general_traditional_total pg16 ON p.player_id = pg16.player_id AND pg16.season_id = 22015 WHERE pg15.fg3a >= 50 AND pg16.fg3a >= 50 ORDER BY three_pct_jump DESC LIMIT 5;",10,lookup,hard
how many total three pointers were made in the nba in 2019,SELECT SUM(pg.fg3m) AS total_3pm FROM player_general_traditional_total pg WHERE pg.season_id = 22018;,12,count,medium
how many threes did the whole league jack up in 2019,"SELECT SUM(pg.fg3a) AS total_3pa, SUM(pg.fg3m) AS total_3pm FROM player_general_traditional_total pg WHERE pg.season_id = 22018;",11,count,easy
which players have played in every decade from the 90s to the 2020s,SELECT p.player_name FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING MAX(pg.season_id) >= 22019 AND MIN(pg.season_id) <= 21999;,13,lookup,hard
who has the most seasons leading team in scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;",9,comparison,hard
who always carried their team scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;",6,comparison,hard
average height of nba players in 2023,SELECT AVG(ps.player_height_inches) AS avg_height_inches FROM player_season ps WHERE ps.season_id = 22022;,7,other,easy
average weight of nba players in 2020,SELECT AVG(ps.player_weight) AS avg_weight FROM player_season ps WHERE ps.season_id = 22019;,7,other,easy
has the average nba player gotten taller over time,"SELECT season_id, AVG(player_height_inches) AS avg_height FROM player_season GROUP BY season_id ORDER BY season_id;",9,trend,medium
how has scoring changed over the years in the nba,"SELECT season_id, AVG(pts) AS avg_pts FROM player_season GROUP BY season_id ORDER BY season_id;",10,comparison,hard
players with over 200 steals in a season,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.stl > 200 ORDER BY pg.stl DESC;",8,other,medium
best steal seasons in nba history,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.stl DESC LIMIT 10;",6,comparison,medium
players with more than 300 blocks in a season in history,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.blk > 300 ORDER BY pg.blk DESC;",11,comparison,medium
most blocked shots in a season ever,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.blk DESC LIMIT 1;",7,other,easy
players with the most personal fouls in a career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 10;",9,other,medium
who fouled the most in their career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 5;",7,lookup,medium
players who led the league in scoring multiple years in a row,"SELECT p.player_name, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id;",12,comparison,hard
all time scoring title winners by year,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id DESC;",7,comparison,hard
players with the worst ft percentage in 2018 min 100 attempts,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 10;",11,comparison,hard
who was bricking free throws the most in 2018,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 5;",9,lookup,medium
how many total games has the lakers franchise played,SELECT COUNT(DISTINCT g.game_id) AS total_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers';,9,count,medium
who led the bulls in scoring in 1997,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 21996 AND t.nickname = 'Bulls' ORDER BY ps.pts DESC LIMIT 1;",8,comparison,hard
who led the spurs in assists in 2014,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22013 AND t.nickname = 'Spurs' ORDER BY ps.ast DESC LIMIT 1;",8,lookup,medium
who led the heat in rebounds in 2013,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22012 AND t.nickname = 'Heat' ORDER BY ps.reb DESC LIMIT 1;",8,lookup,medium
best passer on the lakers in 2020,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22019 AND t.nickname = 'Lakers' ORDER BY ps.ast DESC LIMIT 1;",7,other,hard
who was the lakers best defender by steals in 2021,"SELECT p.player_name, pg.stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE pg.season_id = 22020 AND t.nickname = 'Lakers' ORDER BY pg.stl DESC LIMIT 1;",10,lookup,hard
celtics top rebounder in 2022,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND t.nickname = 'Celtics' ORDER BY ps.reb DESC LIMIT 1;",5,ranking,medium
nuggets best blocker in 2023,"SELECT p.player_name, pg.blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE pg.season_id = 22022 AND t.nickname = 'Nuggets' ORDER BY pg.blk DESC LIMIT 1;",5,other,hard
warriors player with best fg percentage in 2017 min 200 fga,"SELECT p.player_name, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE pg.season_id = 22016 AND t.nickname = 'Warriors' AND pg.fga >= 200 ORDER BY pg.fg_pct DESC LIMIT 1;",11,comparison,hard
knicks leading scorer in 2001,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22000 AND t.nickname = 'Knicks' ORDER BY ps.pts DESC LIMIT 1;",5,comparison,hard
who was the pistons best player in 2004 by net rating min 50 games,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22003 AND t.nickname = 'Pistons' AND ps.gp >= 50 ORDER BY ps.net_rating DESC LIMIT 1;",14,lookup,hard
all players who played for the hawks in 2015,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22014 AND t.nickname = 'Hawks' ORDER BY ps.pts DESC;",9,comparison,hard
how many players suited up for the clippers in 2019,SELECT COUNT(DISTINCT pg.player_id) AS roster_count FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE pg.season_id = 22018 AND t.nickname = 'Clippers';,10,comparison,medium
jazz roster 2007,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22006 AND t.nickname = 'Jazz' ORDER BY ps.pts DESC;",3,other,medium
magic roster 1997,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 21996 AND t.nickname = 'Magic' ORDER BY ps.pts DESC;",3,other,medium
suns leading scorer 2005,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22004 AND t.nickname = 'Suns' ORDER BY ps.pts DESC LIMIT 1;",4,comparison,hard
raptors top 3 scorers in 2020,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22019 AND t.nickname = 'Raptors' ORDER BY ps.pts DESC LIMIT 3;",6,comparison,hard
thunder best player by points in 2012,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22011 AND t.nickname = 'Thunder' ORDER BY ps.pts DESC LIMIT 1;",7,other,hard
clippers total points as a team in 2015,"SELECT t.city, t.nickname, SUM(pg.pts) AS total_pts FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22014 AND t.nickname = 'Clippers' GROUP BY t.city, t.nickname;",8,other,medium
heat total assists as a team in 2013,"SELECT t.city, t.nickname, SUM(pg.ast) AS total_ast FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22012 AND t.nickname = 'Heat' GROUP BY t.city, t.nickname;",8,other,medium
spurs total blocks as a team in 2014,"SELECT t.city, t.nickname, SUM(pg.blk) AS total_blk FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22013 AND t.nickname = 'Spurs' GROUP BY t.city, t.nickname;",8,other,medium
pacers total steals in 2014,"SELECT t.city, t.nickname, SUM(pg.stl) AS total_stl FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22013 AND t.nickname = 'Pacers' GROUP BY t.city, t.nickname;",5,other,medium
celtics total three pointers in 2016,"SELECT t.city, t.nickname, SUM(pg.fg3m) AS total_fg3m FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22015 AND t.nickname = 'Celtics' GROUP BY t.city, t.nickname;",6,other,medium
rockets fg percentage as a team in 2018 min 500 fga,"SELECT t.city, t.nickname, SUM(pg.fgm) * 1.0 / SUM(pg.fga) AS team_fg_pct FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22017 AND t.nickname = 'Rockets' GROUP BY t.city, t.nickname;",11,other,medium
which team had the best three point percentage in 2019 min 500 attempts,"SELECT t.city, t.nickname, SUM(pg.fg3m) * 1.0 / SUM(pg.fg3a) AS team_fg3_pct FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22018 GROUP BY t.city, t.nickname HAVING SUM(pg.fg3a) >= 500 ORDER BY team_fg3_pct DESC LIMIT 1;",13,lookup,hard
which team had the worst fg percentage in 2017 min 500 attempts,"SELECT t.city, t.nickname, SUM(pg.fgm) * 1.0 / SUM(pg.fga) AS team_fg_pct FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22016 GROUP BY t.city, t.nickname HAVING SUM(pg.fga) >= 500 ORDER BY team_fg_pct ASC LIMIT 1;",12,comparison,hard
which team gave away the most turnovers in 2022,"SELECT t.city, t.nickname, SUM(pg.tov) AS total_tov FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22021 GROUP BY t.city, t.nickname ORDER BY total_tov DESC LIMIT 1;",9,lookup,hard
nets total rebounds in 2022,"SELECT t.city, t.nickname, SUM(pg.reb) AS total_reb FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22021 AND t.nickname = 'Nets' GROUP BY t.city, t.nickname;",5,other,medium
which team had more wins warriors or cavaliers in 2016,"SELECT t.city, t.nickname, MAX(pg.w) AS wins FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22015 AND t.nickname IN ('Warriors','Cavaliers') GROUP BY t.city, t.nickname ORDER BY wins DESC;",10,comparison,hard
which team was better celtics or heat in 2012 by wins,"SELECT t.city, t.nickname, MAX(pg.w) AS wins FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22011 AND t.nickname IN ('Celtics','Heat') GROUP BY t.city, t.nickname ORDER BY wins DESC;",11,comparison,hard
lakers vs spurs who had more wins in 2002,"SELECT t.city, t.nickname, pg.w FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22001 AND t.nickname IN ('Lakers', 'Spurs') GROUP BY t.city, t.nickname, pg.w ORDER BY pg.w DESC;",9,comparison,hard
top 5 teams by total wins all time in the database,"SELECT t.city, t.nickname, SUM(pg.w) AS all_time_wins FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id GROUP BY t.city, t.nickname ORDER BY all_time_wins DESC LIMIT 5;",11,ranking,medium
which team has lost the most games all time in the database,"SELECT t.city, t.nickname, SUM(pg.l) AS all_time_losses FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id GROUP BY t.city, t.nickname ORDER BY all_time_losses DESC LIMIT 1;",12,lookup,hard
all teams sorted by all time win percentage in the database,"SELECT t.city, t.nickname, SUM(pg.w) * 1.0 / (SUM(pg.w) + SUM(pg.l)) AS all_time_win_pct FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id GROUP BY t.city, t.nickname ORDER BY all_time_win_pct DESC;",11,comparison,hard
how many seasons have the lakers been in the database,SELECT COUNT(DISTINCT pg.season_id) AS seasons FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Lakers';,10,count,medium
how many seasons has the spurs franchise appeared in the data,SELECT COUNT(DISTINCT pg.season_id) AS seasons FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Spurs';,11,count,medium
seasons where the warriors won over 60 games,"SELECT pg.season_id, pg.w FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Warriors' AND pg.w > 60 GROUP BY pg.season_id, pg.w ORDER BY pg.season_id;",8,comparison,hard
did the lakers ever win 60 games in a season,"SELECT pg.season_id, pg.w FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Lakers' AND pg.w >= 60 GROUP BY pg.season_id, pg.w ORDER BY pg.season_id;",10,other,medium
all players from spain in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Spain' ORDER BY draft_year;",7,comparison,medium
all players from germany in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Germany' ORDER BY draft_year;",7,comparison,medium
all players from brazil in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Brazil' ORDER BY draft_year;",7,comparison,medium
all players from argentina in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Argentina' ORDER BY draft_year;",7,comparison,medium
all players from serbia in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Serbia' ORDER BY draft_year;",7,comparison,medium
how many players from each country have been drafted in the first round,"SELECT country, COUNT(*) AS num_players FROM player WHERE draft_round = '1' GROUP BY country ORDER BY num_players DESC LIMIT 10;",13,count,hard
best player from germany by career total points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Germany' GROUP BY p.player_name ORDER BY career_pts DESC LIMIT 1;",8,other,hard
best player from france by career total points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'France' GROUP BY p.player_name ORDER BY career_pts DESC LIMIT 1;",8,other,hard
best player from canada by career scoring average min 300 games,"SELECT p.player_name, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.country = 'Canada' GROUP BY p.player_name HAVING SUM(ps.gp) >= 300 ORDER BY avg_pts DESC LIMIT 1;",11,comparison,hard
international players who averaged over 20 ppg in 2023 min 50 games,"SELECT p.player_name, ps.pts, p.country FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND ps.pts >= 20 AND ps.gp >= 50 AND p.country != 'USA' ORDER BY ps.pts DESC;",12,other,medium
foreign born players ranked by total career points min 400 games,"SELECT p.player_name, p.country, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country != 'USA' GROUP BY p.player_name, p.country HAVING SUM(pg.gp) >= 400 ORDER BY career_pts DESC LIMIT 10;",11,comparison,hard
players from duke who became all stars by scoring over 20 ppg in a season min 50 games,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.college = 'Duke' AND ps.pts >= 20 AND ps.gp >= 50 ORDER BY ps.pts DESC;",18,comparison,hard
players from michigan who played in the nba,"SELECT player_name, draft_year FROM player WHERE college = 'Michigan' ORDER BY draft_year DESC;",8,other,easy
players from lsu in the nba,"SELECT player_name, draft_year FROM player WHERE college = 'Louisiana State' ORDER BY draft_year DESC;",6,other,easy
players from connecticut in the nba,"SELECT player_name, draft_year FROM player WHERE college = 'Connecticut' ORDER BY draft_year DESC;",6,other,easy
players from ucla in the nba sorted by career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'UCLA' GROUP BY p.player_name ORDER BY career_pts DESC LIMIT 10;",10,comparison,hard
best player from ohio state by career total points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'Ohio State' GROUP BY p.player_name ORDER BY career_pts DESC LIMIT 1;",9,other,hard
which college has produced the most first round picks,"SELECT college, COUNT(*) AS first_round_picks FROM player WHERE draft_round = '1' AND college IS NOT NULL AND college != '' GROUP BY college ORDER BY first_round_picks DESC LIMIT 5;",9,other,hard
which college has produced the most number one picks,"SELECT college, COUNT(*) AS num_picks FROM player WHERE draft_number = '1' AND college IS NOT NULL GROUP BY college ORDER BY num_picks DESC LIMIT 5;",9,other,hard
lebron james college,"SELECT player_name, college FROM player WHERE player_name = 'LeBron James';",3,other,easy
what college did kobe go to,"SELECT player_name, college FROM player WHERE player_name = 'Kobe Bryant';",6,other,easy
